review_content,rating,source,date
"Decent enough interface, great service. In case of trouble, refunds are quick and easy to ask for.",5,Google,2019-07-30
amazing app,5,Google,2019-07-30
This is a great app except I put in my location and it gives me town at the other end of the country. Or towns 100 miles away. I don't even want towns that are one or two towns away as it just defeats the object or saving money and waste!,3,Google,2019-07-30
excellent idea and the food is delcious,5,Google,2019-07-29
Fabulous! We use it often,5,Google,2019-07-29
Everyone should be using this app! Less food wasted and more great deals!,5,Google,2019-07-29
amazing,5,Google,2019-07-29
"At some places the deals are quite good but as there's no option to see a menu I've often gone places and found only the most disgusting foods left for the taking that I wouldn't even take for free. I have also found that in some cases people have left with much larger portions of food then I have from the same venue, I understand that you get what's left but it seems massively unfair that I should be paying the same amount as someone else who is getting much better value than me.",3,Google,2019-07-29
very friendly app!,5,Google,2019-07-29
great! meal prepped for 3 days ❤❤,5,Google,2019-07-29
"Amazing food bags, really too good to waste.",5,Google,2019-07-29
a terrific app thay works great. I missed a meal because the time slot was changed - i was refunded within 24 hours,5,Google,2019-07-29
"just works exactly how it should. could be made easier to use though, especially the filter options.",5,Google,2019-07-29
Just love it!,5,Google,2019-07-29
"Really good idea, everyone needs to get involved!!",5,Google,2019-07-29
"Used this for the first time tonight, fantastic experience! the restaurant was fab and helpful, the box of food I got was huge, delicious, cheap and is fighting waste! 100% recommend",5,Google,2019-07-28
"very friendly and tasty french cakes in Brixton market, thanks",5,Google,2019-07-28
I love to buy frm this....saves me a lot of money and i can try dishes frm many of the restaurants,5,Google,2019-07-28
Brilliant app! Tasty food and helping reduce waste!!,5,Google,2019-07-28
"The service varies a lot, depending on locationd. But your always saving food and do something for the environment! 🌳👌🏼",5,Google,2019-07-28
great app with geolocalisation,5,Google,2019-07-28
"Very good experience, the goody bags are always existing with great food inside, however the app not always find close places with an option to collect tight away. I RECOMMEND THIS APP! it mkes me feel greatfuk and environmental, every time I use it!",4,Google,2019-07-28
great app and savings to be had and the fact ur saving food that would go to waste is always a bonus. there isnt many locally to me only 2 that's within 10 min drive. wish more would sign up cos fab idea. the one I use most is a bakery type establishment and defo get moneys worth each time. think all shops like bakery or all you can eat should sign up as these type of places tend to have a higher waste of food.,5,Google,2019-07-28
👌,5,Google,2019-07-28
It would be nice to have a search by time option,4,Google,2019-07-28
good food quality at the best price,5,Google,2019-07-28
Great concept and a smooth system. Amazing app! Well done team,5,Google,2019-07-28
"Great idea for an app, very good cause. Please expand to more countries!",5,Google,2019-07-27
I was supposed to collect a box with food and I was given 2 empty cardboard boxes. I never felt so humiliated. let's save food and get humiliated in the process because why not. 7,1,Google,2019-07-27
Unbelievable value.,5,Google,2019-07-27
How come the offers are already for tomorrow afternoon? How is it possible the restaurants know already they will waste and have spare meals tomorrow? It looks more like discounted but guaranteed sale. Or Is it from the day before? I will improve my rating when someone explains.,3,Google,2019-07-27
too good to miss,5,Google,2019-07-27
Very useful app for those concerned about food waste.,5,Google,2019-07-27
Great idea just need to spread the word and fet more restaurants involved,5,Google,2019-07-27
"great selection, all fresh and plentiful. app is fast and easy to use",5,Google,2019-07-27
great quality food available locally which would be wasted otherwise easy to use app,5,Google,2019-07-27
"so far so good! have picked up food from some amazing restaurants for really minuscule prices. like massive sandwiches, pastries, baked bread for £3.59?!?!? just amazing!",5,Google,2019-07-26
love this app..I wish more places joined this mission🥰🥰,5,Google,2019-07-26
great concept. easy to use and great value for money,5,Google,2019-07-26
Lovely food.,5,Google,2019-07-26
fantastic scheme to avoid food waste at cheap.prices!!,5,Google,2019-07-26
was easy to use,5,Google,2019-07-26
Excellent concept. J'adore,5,Google,2019-07-26
Food was lovely x,5,Google,2019-07-26
Excellent way to fight food waste and at the same time having some delicacies as a meal at a very competitive price. It's a win-win and the app works fairly well. Totally recommended,5,Google,2019-07-26
Very good quality food 🍲,5,Google,2019-07-26
"Not sure whether this works as well as it sounds, my items lacked variety and spark and end it as a waste",1,Google,2019-07-26
"incredible service, using things that would otherwise be waste!",5,Google,2019-07-26
"***Money now refunded, thanks.*** Placed an order at our local bakery. Upon arrival was told that the app collection time and store collection time were different because the app hadn't updated it. Staff apologized, took our number and said they would contact us the next day about collecting, they didn't. App now shows the order as having been collected. Sent a help query via the app, no respose. Lost money and time.",3,Google,2019-07-26
"Really great app, helps you, helps environment, helps businesses - win all the way. It would be nicer if the rules for what you are going to get will be more detailed in the description, since different stores have different rules, e.g. you can chose items that add up to an amount of 10 euros or here is the prepared bag for you already waiting. But that's a small thing, otherwise good app.",5,Google,2019-07-26
Amazing App and Wonderful Food.,5,Google,2019-07-25
Excellent initiative. Lots of choices. Thank you.,5,Google,2019-07-25
Great stuff.,5,Google,2019-07-25
Just a wonderful app,5,Google,2019-07-25
"Jeg har kjøpt et par fra denne nå. Føler jeg får mye for pengene. Det er selvsagt noen som ikke er fullt så bra. Men de som er, overgår dem ene dårlige opplevelsen.",5,Google,2019-07-25
